student_id,age,gender,category,state,preferred_stream,entrance_exam,entrance_score,board_percentage,extracurricular_score,admission_probability,admission_status,scholarship_eligibility,Unique_ID,performance_tier
269.0,19,male,st,assam,pharmacy,none,0,91.72,4,0.375,rejected,no,269,Elite (90%+)
270.0,19,male,ews,himachal pradesh,management,none,0,69.36,6,0.249,rejected,no,270,Average (60-75%)
271.0,18,female,general,bihar,engineering,cet,16,64.95,7,0.246,rejected,no,271,Average (60-75%)
272.0,17,female,sc,karnataka,science,cet,172,64.56,5,0.312,admitted,no,272,Average (60-75%)
273.0,17,other,obc,jharkhand,agriculture,cet,177,84.21,9,0.53,rejected,no,273,High (75-90%)
274.0,20,male,st,tamil nadu,computer applications,cet,16,84.04,2,0.294,rejected,no,274,High (75-90%)
275.0,18,other,sc,odisha,management,cet,38,80.04,2,0.28,admitted,no,275,High (75-90%)
276.0,18,other,st,assam,arts,none,0,97.56,3,0.399,admitted,yes,276,Elite (90%+)
277.0,18,other,ews,kerala,law,none,0,65.4,0,0.111,rejected,no,277,Average (60-75%)
278.0,20,female,st,odisha,architecture,cet,61,80.68,4,0.336,rejected,no,278,High (75-90%)
279.0,17,male,ews,punjab,computer applications,none,0,72.04,4,0.232,rejected,no,279,Average (60-75%)
280.0,17,female,ews,sikkim,law,cet,136,78.36,4,0.37,admitted,no,280,High (75-90%)
281.0,18,female,st,goa,agriculture,cet,7,57.33,8,0.203,rejected,no,281,Below Average (<60%)
282.0,18,female,obc,telangana,arts,none,0,95.75,4,0.404,admitted,yes,282,Elite (90%+)
283.0,19,female,obc,telangana,commerce,none,0,93.62,10,0.498,admitted,yes,283,Elite (90%+)
284.0,18,female,obc,goa,management,cet,150,97.81,2,0.484,admitted,yes,284,Elite (90%+)
285.0,18,female,st,nagaland,computer applications,none,0,86.88,0,0.267,rejected,no,285,High (75-90%)
286.0,20,male,ews,nagaland,pharmacy,cet,120,85.15,8,0.481,rejected,no,286,High (75-90%)
287.0,17,female,obc,tamil nadu,nursing,none,0,52.65,7,0.146,rejected,no,287,Below Average (<60%)
288.0,19,male,sc,assam,agriculture,cet,41,72.08,6,0.296,rejected,no,288,Average (60-75%)
289.0,19,female,sc,gujarat,science,cet,96,51.8,9,0.241,rejected,no,289,Below Average (<60%)
290.0,18,female,st,tamil nadu,computer applications,cet,31,96.4,6,0.466,admitted,yes,290,Elite (90%+)
291.0,20,other,ews,andhra pradesh,computer applications,none,0,79.51,7,0.341,admitted,no,291,High (75-90%)
292.0,18,other,sc,madhya pradesh,agriculture,none,0,53.05,2,0.058,rejected,no,292,Below Average (<60%)
293.0,20,female,obc,haryana,pharmacy,cet,55,79.93,3,0.308,rejected,no,293,High (75-90%)
294.0,18,male,obc,mizoram,computer applications,cet,182,82.29,0,0.357,rejected,no,294,High (75-90%)
295.0,19,other,sc,madhya pradesh,management,cet,3,99.04,8,0.503,rejected,no,295,Elite (90%+)
296.0,19,male,sc,tamil nadu,nursing,cet,5,82.84,5,0.332,admitted,no,296,High (75-90%)
297.0,20,male,general,assam,commerce,none,0,90.4,10,0.474,rejected,no,297,Elite (90%+)
298.0,18,male,ews,maharashtra,medical,neet,350,88.78,5,0.608,rejected,no,298,High (75-90%)
299.0,18,other,ews,maharashtra,computer applications,none,0,86.08,4,0.334,rejected,no,299,High (75-90%)
300.0,17,female,obc,maharashtra,architecture,cet,87,55.41,6,0.206,rejected,no,300,Below Average (<60%)
301.0,18,male,ews,assam,nursing,cet,159,66.72,4,0.301,rejected,no,301,Average (60-75%)
302.0,20,male,obc,madhya pradesh,engineering,cet,13,87.67,1,0.3,rejected,no,302,High (75-90%)
303.0,17,female,sc,tamil nadu,engineering,jee,164,94.67,9,0.598,admitted,yes,303,Elite (90%+)
304.0,20,other,general,meghalaya,law,none,0,58.17,0,0.059,rejected,no,304,Below Average (<60%)
305.0,19,female,st,assam,architecture,cet,85,50.44,7,0.184,rejected,no,305,Below Average (<60%)
306.0,17,male,sc,odisha,agriculture,none,0,92.53,6,0.417,admitted,yes,306,Elite (90%+)
307.0,18,female,obc,tripura,management,cet,107,61.81,7,0.284,admitted,no,307,Average (60-75%)
308.0,19,female,obc,rajasthan,management,cet,38,76.32,10,0.398,rejected,no,308,High (75-90%)
309.0,18,male,ews,assam,arts,none,0,99.53,9,0.523,rejected,no,309,Elite (90%+)
310.0,17,male,st,andhra pradesh,pharmacy,cet,185,87.32,2,0.431,rejected,no,310,High (75-90%)
311.0,19,male,general,chhattisgarh,medical,neet,634,58.12,8,0.649,rejected,no,311,Below Average (<60%)
312.0,19,female,general,jharkhand,management,cet,114,96.34,6,0.522,admitted,yes,312,Elite (90%+)
313.0,17,male,general,tripura,medical,neet,226,60.78,6,0.339,rejected,no,313,Average (60-75%)
314.0,18,male,obc,kerala,science,cet,57,91.3,1,0.356,rejected,no,314,Elite (90%+)
315.0,17,male,st,uttar pradesh,medical,neet,574,50.55,4,0.463,rejected,no,315,Below Average (<60%)
316.0,19,other,general,assam,nursing,cet,35,61.76,3,0.163,rejected,no,316,Average (60-75%)
317.0,19,female,obc,punjab,science,none,0,55.53,4,0.112,rejected,no,317,Below Average (<60%)
318.0,19,other,general,punjab,science,none,0,77.87,1,0.22,rejected,no,318,High (75-90%)
319.0,20,female,st,tripura,nursing,cet,74,80.16,9,0.432,rejected,no,319,High (75-90%)
320.0,20,male,ews,maharashtra,science,cet,22,85.34,2,0.307,admitted,yes,320,High (75-90%)
321.0,18,male,sc,meghalaya,pharmacy,cet,106,64.66,5,0.268,admitted,no,321,Average (60-75%)
322.0,17,other,ews,andhra pradesh,medical,neet,326,97.45,7,0.691,rejected,no,322,Elite (90%+)
323.0,19,female,st,tamil nadu,law,cet,135,50.68,4,0.168,rejected,no,323,Below Average (<60%)
324.0,20,male,st,mizoram,nursing,cet,169,65.97,1,0.247,rejected,no,324,Average (60-75%)
325.0,20,female,obc,odisha,commerce,none,0,52.93,1,0.04199,rejected,no,325,Below Average (<60%)
326.0,17,female,ews,himachal pradesh,law,none,0,68.36,7,0.26,admitted,no,326,Average (60-75%)
327.0,17,male,st,assam,agriculture,cet,134,97.3,8,0.578,admitted,yes,327,Elite (90%+)
328.0,17,other,general,odisha,pharmacy,cet,7,65.08,3,0.168,rejected,no,328,Average (60-75%)
329.0,17,male,general,punjab,nursing,cet,170,65.26,7,0.352,admitted,no,329,Average (60-75%)
330.0,19,male,ews,chhattisgarh,arts,none,0,64.65,9,0.269,rejected,no,330,Average (60-75%)
331.0,19,other,obc,sikkim,science,cet,47,91.3,0,0.331,admitted,yes,331,Elite (90%+)
332.0,18,female,sc,andhra pradesh,engineering,jee,95,79.47,4,0.35,rejected,no,332,High (75-90%)
333.0,18,male,st,mizoram,arts,none,0,70.84,1,0.169,rejected,no,333,Average (60-75%)
334.0,20,male,st,assam,engineering,jee,139,68.36,7,0.354,rejected,no,334,Average (60-75%)
335.0,18,female,general,punjab,pharmacy,none,0,84.16,9,0.411,rejected,no,335,High (75-90%)
336.0,20,other,st,kerala,engineering,cet,97,99.12,5,0.512,admitted,yes,336,Elite (90%+)
337.0,20,male,ews,himachal pradesh,medical,neet,620,72.5,0,0.58,rejected,no,337,Average (60-75%)
338.0,18,female,obc,punjab,pharmacy,cet,167,61.24,4,0.266,rejected,no,338,Average (60-75%)
339.0,17,female,sc,rajasthan,architecture,none,0,69.86,6,0.253,admitted,no,339,Average (60-75%)
340.0,20,other,obc,meghalaya,science,cet,30,58.98,0,0.085,rejected,no,340,Below Average (<60%)
341.0,19,other,st,punjab,management,cet,64,83.07,5,0.374,rejected,no,341,High (75-90%)
342.0,18,male,general,andhra pradesh,arts,cet,101,51.1,2,0.112,admitted,no,342,Below Average (<60%)
343.0,19,female,sc,sikkim,science,none,0,72.03,4,0.232,rejected,no,343,Average (60-75%)
344.0,19,other,sc,meghalaya,law,none,0,51.46,7,0.137,rejected,no,344,Below Average (<60%)
345.0,20,female,st,chhattisgarh,nursing,none,0,51.73,7,0.139,rejected,no,345,Below Average (<60%)
346.0,18,male,sc,madhya pradesh,pharmacy,cet,42,68.95,5,0.256,rejected,no,346,Average (60-75%)
347.0,20,male,ews,mizoram,agriculture,cet,66,87.76,0,0.318,rejected,no,347,High (75-90%)
348.0,20,female,ews,rajasthan,agriculture,cet,55,83.39,9,0.442,rejected,no,348,High (75-90%)
349.0,17,other,obc,maharashtra,science,none,0,94.97,4,0.399,rejected,no,349,Elite (90%+)
350.0,17,male,general,gujarat,engineering,jee,94,71.42,8,0.364,rejected,no,350,Average (60-75%)
351.0,19,male,sc,gujarat,management,none,0,58.11,0,0.058,rejected,no,351,Below Average (<60%)
352.0,17,male,sc,odisha,law,none,0,53.79,0,0.04199,rejected,no,352,Below Average (<60%)
353.0,18,female,st,tamil nadu,arts,none,0,62.29,4,0.161,rejected,no,353,Average (60-75%)
354.0,18,male,sc,mizoram,medical,neet,236,75.13,6,0.45,admitted,no,354,High (75-90%)
355.0,20,male,sc,rajasthan,medical,neet,521,63.91,7,0.578,rejected,no,355,Average (60-75%)
356.0,20,female,general,mizoram,nursing,none,0,87.95,0,0.275,rejected,no,356,High (75-90%)
357.0,17,other,st,madhya pradesh,medical,neet,113,82.98,6,0.424,rejected,no,357,High (75-90%)
358.0,20,male,obc,karnataka,nursing,cet,170,71.41,10,0.451,rejected,no,358,Average (60-75%)
359.0,17,female,obc,madhya pradesh,commerce,cet,36,85.68,9,0.446,rejected,no,359,High (75-90%)
360.0,19,female,sc,andhra pradesh,medical,neet,625,73.05,5,0.678,admitted,no,360,Average (60-75%)
361.0,20,other,general,meghalaya,pharmacy,cet,10,52.18,5,0.113,rejected,no,361,Below Average (<60%)
362.0,20,other,sc,chhattisgarh,medical,neet,634,86.87,6,0.7310099999999984,admitted,yes,362,High (75-90%)
363.0,17,other,obc,telangana,commerce,cet,44,83.05,0,0.269,rejected,no,363,High (75-90%)
364.0,20,male,obc,sikkim,medical,neet,7,76.07,3,0.248,rejected,no,364,High (75-90%)
365.0,17,other,obc,madhya pradesh,engineering,jee,272,57.31,6,0.345,rejected,no,365,Below Average (<60%)
366.0,19,male,general,mizoram,medical,neet,83,75.73,3,0.297,admitted,no,366,High (75-90%)
367.0,18,other,ews,andhra pradesh,nursing,cet,122,63.01,5,0.267,rejected,no,367,Average (60-75%)
368.0,18,male,obc,meghalaya,medical,neet,532,98.59,7,0.7310099999999984,admitted,yes,368,Elite (90%+)
369.0,17,male,ews,tamil nadu,science,none,0,73.26,2,0.205,rejected,no,369,Average (60-75%)
370.0,20,male,ews,maharashtra,medical,neet,238,89.25,4,0.517,rejected,no,370,High (75-90%)
371.0,18,male,sc,tamil nadu,engineering,cet,177,78.58,8,0.471,admitted,yes,371,High (75-90%)
372.0,19,female,ews,assam,medical,neet,576,91.03,0,0.685,admitted,yes,372,Elite (90%+)
373.0,18,female,obc,uttar pradesh,medical,neet,23,73.2,1,0.202,rejected,no,373,Average (60-75%)
374.0,18,other,general,jharkhand,medical,neet,431,78.86,6,0.608,rejected,no,374,High (75-90%)
375.0,20,male,ews,andhra pradesh,law,none,0,74.13,1,0.193,rejected,no,375,Average (60-75%)
376.0,17,male,st,mizoram,arts,none,0,97.16,0,0.342,admitted,yes,376,Elite (90%+)
377.0,19,male,st,meghalaya,science,none,0,56.44,8,0.192,admitted,yes,377,Below Average (<60%)
378.0,19,male,ews,bihar,commerce,none,0,67.46,7,0.253,rejected,no,378,Average (60-75%)
379.0,18,other,general,jharkhand,law,none,0,77.55,3,0.254,admitted,no,379,High (75-90%)
380.0,18,female,general,telangana,law,none,0,54.48,4,0.105,rejected,no,380,Below Average (<60%)
381.0,17,male,ews,chhattisgarh,medical,neet,470,92.03,9,0.7310099999999984,admitted,yes,381,Elite (90%+)
382.0,20,male,general,arunachal pradesh,agriculture,cet,37,93.58,0,0.341,rejected,no,382,Elite (90%+)
383.0,20,other,sc,sikkim,arts,none,0,60.39,6,0.184,rejected,no,383,Average (60-75%)
384.0,17,female,general,nagaland,arts,none,0,97.02,3,0.395,rejected,no,384,Elite (90%+)
385.0,17,male,obc,madhya pradesh,pharmacy,none,0,80.71,6,0.331,rejected,no,385,High (75-90%)
386.0,17,other,general,haryana,commerce,cet,165,79.65,10,0.507,admitted,yes,386,High (75-90%)
387.0,17,male,obc,tamil nadu,architecture,cet,124,67.43,5,0.3,admitted,no,387,Average (60-75%)
388.0,20,male,ews,tamil nadu,agriculture,cet,114,78.48,6,0.392,admitted,no,388,High (75-90%)
389.0,20,other,obc,andhra pradesh,agriculture,none,0,62.9,0,0.093,rejected,no,389,Average (60-75%)
390.0,17,female,ews,sikkim,commerce,none,0,51.74,6,0.121,admitted,no,390,Below Average (<60%)
391.0,19,male,ews,madhya pradesh,medical,neet,634,86.78,1,0.7310099999999984,admitted,yes,391,High (75-90%)
392.0,17,other,sc,himachal pradesh,medical,neet,493,97.89,9,0.7310099999999984,admitted,yes,392,Elite (90%+)
393.0,18,male,sc,jharkhand,science,none,0,54.47,1,0.05,rejected,no,393,Below Average (<60%)
394.0,19,other,obc,madhya pradesh,architecture,cet,15,79.8,6,0.335,admitted,no,394,High (75-90%)
395.0,19,female,st,manipur,law,cet,155,62.79,6,0.306,rejected,no,395,Average (60-75%)
396.0,20,other,ews,tripura,commerce,cet,198,68.74,5,0.36,admitted,no,396,Average (60-75%)
397.0,17,other,ews,andhra pradesh,science,none,0,64.1,7,0.229,rejected,no,397,Average (60-75%)
398.0,17,other,general,meghalaya,pharmacy,cet,108,53.39,9,0.26,rejected,no,398,Below Average (<60%)
399.0,18,other,st,arunachal pradesh,nursing,cet,84,99.33,9,0.578,rejected,no,399,Elite (90%+)
400.0,18,female,general,andhra pradesh,computer applications,none,0,78.69,0,0.208,rejected,no,400,High (75-90%)
401.0,20,male,sc,haryana,commerce,cet,25,78.13,4,0.293,admitted,no,401,High (75-90%)
402.0,20,female,general,rajasthan,pharmacy,cet,97,78.89,8,0.42,admitted,yes,402,High (75-90%)
403.0,18,female,sc,himachal pradesh,pharmacy,cet,6,54.16,4,0.106,rejected,no,403,Below Average (<60%)
404.0,20,other,ews,jharkhand,computer applications,cet,4,69.78,9,0.309,rejected,no,404,Average (60-75%)
405.0,18,male,ews,telangana,arts,cet,29,96.23,5,0.446,rejected,no,405,Elite (90%+)
406.0,19,other,st,haryana,arts,none,0,77.54,0,0.2,rejected,no,406,High (75-90%)
407.0,18,female,sc,punjab,law,none,0,69.91,1,0.162,rejected,no,407,Average (60-75%)
408.0,17,other,st,sikkim,science,none,0,60.64,9,0.24,rejected,no,408,Average (60-75%)
409.0,20,female,general,mizoram,agriculture,none,0,62.38,2,0.126,admitted,no,409,Average (60-75%)
410.0,17,female,st,uttar pradesh,arts,none,0,90.23,0,0.292,admitted,yes,410,Elite (90%+)
411.0,17,male,st,uttar pradesh,agriculture,cet,52,82.01,6,0.376,rejected,no,411,High (75-90%)
412.0,17,other,general,arunachal pradesh,arts,cet,124,66.42,2,0.239,admitted,no,412,Average (60-75%)
413.0,18,male,st,chhattisgarh,management,cet,75,94.89,3,0.43,rejected,no,413,Elite (90%+)
414.0,17,male,obc,karnataka,management,none,0,51.0,10,0.188,rejected,no,414,Below Average (<60%)
415.0,17,female,sc,nagaland,computer applications,cet,151,88.12,3,0.432,rejected,no,415,High (75-90%)
416.0,19,male,ews,haryana,management,none,0,76.51,1,0.21,admitted,no,416,High (75-90%)
417.0,20,other,obc,mizoram,management,none,0,94.73,7,0.451,rejected,no,417,Elite (90%+)
418.0,17,female,ews,telangana,commerce,cet,193,93.79,1,0.466,admitted,yes,418,Elite (90%+)
419.0,18,male,sc,andhra pradesh,engineering,jee,242,65.96,6,0.387,rejected,no,419,Average (60-75%)
420.0,19,male,sc,tamil nadu,nursing,none,0,51.74,8,0.157,rejected,no,420,Below Average (<60%)
421.0,20,male,general,madhya pradesh,agriculture,cet,147,93.59,10,0.597,admitted,yes,421,Elite (90%+)
422.0,19,female,general,telangana,commerce,none,0,91.33,10,0.481,admitted,yes,422,Elite (90%+)
423.0,20,female,obc,nagaland,engineering,cet,114,58.0,10,0.316,rejected,no,423,Below Average (<60%)
424.0,19,male,ews,arunachal pradesh,nursing,none,0,76.66,10,0.375,rejected,no,424,High (75-90%)
425.0,18,other,obc,telangana,engineering,cet,187,68.77,8,0.407,admitted,yes,425,Average (60-75%)
426.0,17,female,obc,arunachal pradesh,engineering,jee,64,86.36,0,0.307,rejected,no,426,High (75-90%)
427.0,20,female,ews,gujarat,nursing,none,0,93.51,7,0.443,rejected,no,427,Elite (90%+)
428.0,20,female,obc,manipur,management,cet,146,81.23,7,0.452,admitted,no,428,High (75-90%)
429.0,17,female,ews,telangana,architecture,cet,177,97.48,8,0.609,rejected,no,429,Elite (90%+)
430.0,19,male,general,chhattisgarh,architecture,cet,169,52.58,0,0.132,rejected,no,430,Below Average (<60%)
431.0,17,other,general,maharashtra,management,cet,58,69.86,10,0.364,rejected,no,431,Average (60-75%)
432.0,19,male,general,assam,architecture,cet,6,67.45,7,0.257,admitted,no,432,Average (60-75%)
433.0,20,male,general,himachal pradesh,management,none,0,62.72,1,0.11,rejected,no,433,Average (60-75%)
434.0,17,female,st,gujarat,computer applications,cet,175,68.09,9,0.412,admitted,yes,434,Average (60-75%)
435.0,18,other,general,kerala,science,none,0,56.36,6,0.155,rejected,no,435,Below Average (<60%)
436.0,17,other,st,odisha,architecture,none,0,75.09,2,0.218,rejected,no,436,High (75-90%)
437.0,19,male,sc,odisha,commerce,none,0,66.05,4,0.189,rejected,no,437,Average (60-75%)
438.0,20,female,obc,nagaland,architecture,none,0,79.48,4,0.286,admitted,no,438,High (75-90%)
439.0,17,female,general,andhra pradesh,science,none,0,71.32,0,0.154,rejected,no,439,Average (60-75%)
440.0,18,male,general,rajasthan,agriculture,cet,172,50.44,2,0.153,rejected,no,440,Below Average (<60%)
441.0,20,other,general,mizoram,commerce,none,0,76.43,9,0.355,rejected,no,441,High (75-90%)
442.0,18,male,sc,arunachal pradesh,science,none,0,77.57,2,0.236,rejected,no,442,High (75-90%)
443.0,17,male,ews,tripura,medical,neet,456,92.23,1,0.631,rejected,no,443,Elite (90%+)
444.0,18,male,sc,punjab,pharmacy,cet,162,64.45,10,0.395,rejected,no,444,Average (60-75%)
445.0,19,other,st,nagaland,arts,none,0,87.1,0,0.269,rejected,no,445,High (75-90%)
446.0,19,male,obc,madhya pradesh,management,none,0,93.8,1,0.336,admitted,yes,446,Elite (90%+)
447.0,18,other,general,rajasthan,law,none,0,84.55,6,0.359,admitted,no,447,High (75-90%)
448.0,20,other,obc,himachal pradesh,commerce,none,0,55.57,6,0.149,rejected,no,448,Below Average (<60%)
449.0,19,male,sc,odisha,commerce,none,0,71.01,4,0.225,rejected,no,449,Average (60-75%)
450.0,18,male,ews,meghalaya,science,none,0,70.01,0,0.145,rejected,no,450,Average (60-75%)
451.0,20,other,obc,meghalaya,management,none,0,62.49,7,0.217,rejected,no,451,Average (60-75%)
452.0,20,male,ews,rajasthan,medical,neet,386,66.97,5,0.473,rejected,no,452,Average (60-75%)
453.0,18,female,st,chhattisgarh,agriculture,cet,118,85.04,8,0.479,rejected,no,453,High (75-90%)
454.0,17,other,obc,assam,commerce,none,0,68.89,8,0.282,rejected,no,454,Average (60-75%)
455.0,19,male,st,manipur,engineering,jee,74,60.04,10,0.304,admitted,yes,455,Average (60-75%)
456.0,19,female,st,rajasthan,architecture,cet,140,89.89,0,0.383,rejected,no,456,High (75-90%)
457.0,17,female,st,gujarat,management,cet,161,69.38,4,0.321,rejected,no,457,Average (60-75%)
458.0,19,female,ews,manipur,architecture,cet,154,71.29,3,0.312,rejected,no,458,Average (60-75%)
459.0,20,other,st,tripura,arts,none,0,54.2,7,0.157,rejected,no,459,Below Average (<60%)
460.0,17,female,general,mizoram,science,none,0,89.38,1,0.304,rejected,no,460,High (75-90%)
461.0,19,male,obc,assam,agriculture,cet,5,54.23,10,0.215,admitted,yes,461,Below Average (<60%)
462.0,17,other,ews,tamil nadu,law,cet,10,78.59,6,0.323,rejected,no,462,High (75-90%)
463.0,19,female,obc,uttar pradesh,law,none,0,87.98,2,0.312,rejected,no,463,High (75-90%)
464.0,18,male,sc,odisha,science,cet,168,56.25,10,0.34,admitted,yes,464,Below Average (<60%)
465.0,17,female,sc,meghalaya,computer applications,none,0,65.13,8,0.255,rejected,no,465,Average (60-75%)
466.0,20,male,sc,meghalaya,nursing,cet,49,99.45,2,0.428,admitted,yes,466,Elite (90%+)
467.0,17,female,ews,mizoram,architecture,cet,127,72.31,5,0.338,rejected,no,467,Average (60-75%)
468.0,19,other,sc,himachal pradesh,management,none,0,78.94,1,0.228,admitted,no,468,High (75-90%)
469.0,17,male,general,mizoram,management,none,0,93.2,5,0.404,rejected,no,469,Elite (90%+)
470.0,20,other,obc,maharashtra,science,none,0,95.0,2,0.363,admitted,yes,470,Elite (90%+)
471.0,19,other,st,rajasthan,law,none,0,67.05,2,0.16,rejected,no,471,Average (60-75%)
472.0,20,other,st,sikkim,commerce,none,0,92.12,0,0.305,admitted,yes,472,Elite (90%+)
473.0,18,female,st,odisha,arts,none,0,66.24,4,0.19,rejected,no,473,Average (60-75%)
474.0,18,male,st,uttar pradesh,agriculture,none,0,90.39,2,0.329,admitted,yes,474,Elite (90%+)
475.0,19,male,obc,kerala,computer applications,cet,187,89.77,0,0.414,rejected,no,475,High (75-90%)
